establishment_status,inspection_date,severity,inspection_year
Pass,2023-09-15,,2023
Pass,2022-09-26,S - Significant,2022
Pass,2022-09-26,NA - Not Applicable,2022
Pass,2023-01-09,,2023
Pass,2022-04-28,M - Minor,2022
Pass,2022-04-28,M - Minor,2022
Pass,2023-03-03,M - Minor,2023
Pass,2023-03-03,M - Minor,2023
Pass,2023-03-03,NA - Not Applicable,2023
Pass,2023-03-03,M - Minor,2023
Pass,2023-07-10,M - Minor,2023
Pass,2023-11-17,M - Minor,2023
Pass,2022-12-29,,2022
Pass,2022-07-21,,2022
Pass,2023-03-07,,2023
Pass,2023-12-15,,2023
Pass,2022-04-25,M - Minor,2022
Pass,2022-12-14,,2022
Pass,2023-05-24,M - Minor,2023
Pass,2023-10-23,M - Minor,2023
Pass,2022-02-24,,2022
Pass,2023-05-16,,2023
Pass,2023-12-05,,2023
Pass,2022-07-22,,2022
Pass,2023-04-24,M - Minor,2023
Pass,2023-04-24,NA - Not Applicable,2023
Pass,2022-08-29,M - Minor,2022
Pass,2022-08-29,M - Minor,2022
Pass,2022-08-29,M - Minor,2022
Pass,2022-08-29,S - Significant,2022
Pass,2023-03-28,M - Minor,2023
Pass,2023-03-28,M - Minor,2023
Pass,2023-03-28,M - Minor,2023
Pass,2023-07-17,M - Minor,2023
Pass,2023-07-17,M - Minor,2023
Pass,2023-11-06,C - Crucial,2023
Pass,2023-11-06,M - Minor,2023
Pass,2023-11-06,M - Minor,2023
Pass,2023-11-08,,2023
Pass,2022-04-04,M - Minor,2022
Pass,2022-07-08,M - Minor,2022
Pass,2022-07-08,S - Significant,2022
Pass,2022-07-08,S - Significant,2022
Pass,2022-07-08,S - Significant,2022
Pass,2022-07-08,M - Minor,2022
Pass,2022-07-08,M - Minor,2022
Pass,2022-07-08,M - Minor,2022
Pass,2022-07-08,M - Minor,2022
Pass,2023-03-06,C - Crucial,2023
Pass,2023-03-06,S - Significant,2023
Pass,2023-03-06,S - Significant,2023
Pass,2023-03-06,M - Minor,2023
Pass,2023-03-06,M - Minor,2023
Pass,2023-03-06,C - Crucial,2023
Pass,2023-03-06,M - Minor,2023
Pass,2023-03-06,C - Crucial,2023
Pass,2023-03-06,M - Minor,2023
Pass,2023-03-06,M - Minor,2023
Pass,2023-03-06,C - Crucial,2023
Pass,2023-03-06,S - Significant,2023
Pass,2023-03-10,,2023
Pass,2023-07-18,M - Minor,2023
Pass,2023-10-26,M - Minor,2023
Pass,2023-10-26,M - Minor,2023
Pass,2023-10-26,S - Significant,2023
Pass,2023-10-26,M - Minor,2023
Pass,2023-10-26,M - Minor,2023
Pass,2022-02-25,,2022
Pass,2023-02-28,,2023
Pass,2023-08-02,,2023
Pass,2022-09-08,,2022
Pass,2023-04-26,,2023
Pass,2023-07-13,,2023
Pass,2022-06-29,,2022
Pass,2023-02-14,,2023
Pass,2023-05-05,,2023
Pass,2023-09-18,,2023
Pass,2023-11-27,,2023
Pass,2022-02-16,,2022
Pass,2022-11-24,,2022
Pass,2023-01-09,,2023
Pass,2023-05-11,,2023
Pass,2023-09-21,,2023
Pass,2023-08-16,,2023
Pass,2022-08-19,,2022
Pass,2023-08-18,,2023
Pass,2022-01-25,,2022
Pass,2022-04-22,,2022
Pass,2022-05-27,,2022
Pass,2023-02-08,,2023
Pass,2023-06-30,,2023
Pass,2023-10-18,,2023
Pass,NA,,NA
Pass,2023-04-19,S - Significant,2023
Pass,2023-07-26,S - Significant,2023
Pass,2023-07-26,S - Significant,2023
Pass,2023-08-01,S - Significant,2023
Pass,2023-08-24,,2023
Pass,2023-11-07,S - Significant,2023
Pass,2023-11-07,C - Crucial,2023
Pass,2023-11-07,C - Crucial,2023
Pass,2023-11-07,M - Minor,2023
Pass,2023-11-15,M - Minor,2023
Pass,2023-11-15,M - Minor,2023
Pass,2023-11-15,S - Significant,2023
Pass,2023-11-23,,2023
Pass,2022-09-27,,2022
Pass,2023-06-23,,2023
Pass,2022-11-29,,2022
Pass,2022-10-18,,2022
Pass,2022-03-18,,2022
Pass,2022-09-30,,2022
Pass,2022-09-28,M - Minor,2022
Pass,2023-04-03,S - Significant,2023
Pass,2023-04-05,,2023
Pass,2023-08-15,M - Minor,2023
Pass,2023-08-15,S - Significant,2023
Pass,2023-08-15,C - Crucial,2023
Pass,2023-08-15,S - Significant,2023
Pass,2023-08-15,M - Minor,2023
Pass,2023-08-15,M - Minor,2023
Pass,2023-08-21,M - Minor,2023
Pass,2023-11-01,M - Minor,2023
Pass,2023-11-01,M - Minor,2023
Pass,2022-07-19,,2022
Pass,2023-04-04,M - Minor,2023
Pass,2023-04-04,M - Minor,2023
Pass,2023-04-04,M - Minor,2023
Pass,2023-10-02,M - Minor,2023
Pass,2023-02-09,,2023
Pass,2023-09-12,,2023
Pass,2024-01-04,,2024
Pass,2023-12-01,,2023
Pass,2023-02-01,,2023
Pass,2023-08-03,,2023
Pass,2024-01-10,,2024
Pass,2023-07-27,NA - Not Applicable,2023
Pass,2024-01-10,NA - Not Applicable,2024
Pass,2024-01-18,,2024
Pass,2022-10-13,,2022
Pass,2023-09-15,,2023
Pass,2022-05-10,M - Minor,2022
Pass,2022-05-10,M - Minor,2022
Pass,2022-05-10,S - Significant,2022
Pass,2023-03-13,S - Significant,2023
Pass,2023-03-13,S - Significant,2023
Pass,2023-08-03,M - Minor,2023
Pass,2023-09-29,M - Minor,2023
Pass,2024-01-10,,2024
Pass,2022-10-04,,2022
Pass,2023-03-29,,2023
Pass,2022-03-11,,2022
Pass,2023-05-26,M - Minor,2023
Pass,2023-05-26,M - Minor,2023
Pass,2023-10-06,S - Significant,2023
Pass,2022-10-24,S - Significant,2022
Pass,2022-10-24,M - Minor,2022
Pass,2023-01-19,S - Significant,2023
Pass,2022-05-10,M - Minor,2022
Pass,2022-05-10,M - Minor,2022
Pass,2023-02-13,,2023
Pass,2023-06-01,,2023
Pass,2023-11-30,,2023
Pass,2023-08-28,M - Minor,2023
Pass,2023-09-25,M - Minor,2023
Pass,2022-05-20,,2022
Pass,2023-03-15,,2023
Pass,2023-11-08,,2023
Pass,2023-03-23,S - Significant,2023
Pass,2023-03-23,C - Crucial,2023
Pass,2023-03-23,M - Minor,2023
Pass,2023-03-23,C - Crucial,2023
Pass,2023-03-23,M - Minor,2023
Pass,2023-03-23,M - Minor,2023
Pass,2023-03-23,S - Significant,2023
Pass,2023-03-30,,2023
Pass,2022-05-24,S - Significant,2022
Pass,2022-05-24,M - Minor,2022
Pass,2022-05-24,S - Significant,2022
Pass,2023-03-27,M - Minor,2023
Pass,2023-03-27,NA - Not Applicable,2023
Pass,2023-08-15,M - Minor,2023
Pass,2023-08-15,S - Significant,2023
Pass,2023-08-15,M - Minor,2023
Pass,2023-11-24,S - Significant,2023
Pass,2022-08-05,,2022
Pass,2023-01-20,,2023
Pass,2023-08-30,,2023
Pass,2022-08-10,,2022
Pass,2023-06-08,S - Significant,2023
Pass,2023-06-08,S - Significant,2023
Pass,2023-06-08,M - Minor,2023
Pass,2023-06-08,M - Minor,2023
Pass,2023-06-08,S - Significant,2023
Pass,2023-11-22,,2023
Pass,2022-11-09,,2022
Pass,2022-03-01,,2022
Pass,2023-11-22,M - Minor,2023
Pass,2022-01-26,,2022
Pass,2023-06-26,,2023
Pass,2022-11-10,,2022
Pass,2023-06-26,,2023
Pass,2022-06-15,,2022
Pass,2022-07-29,,2022
Pass,2023-12-07,,2023
Pass,2022-05-11,S - Significant,2022
Pass,2022-05-11,M - Minor,2022
Pass,2022-09-21,,2022
Pass,2022-09-28,,2022
Pass,2023-06-21,NA - Not Applicable,2023
Pass,2023-11-21,M - Minor,2023
Pass,2023-12-14,,2023
Pass,2022-04-22,M - Minor,2022
Pass,2022-04-22,M - Minor,2022
Pass,2022-04-22,M - Minor,2022
Pass,2023-04-13,M - Minor,2023
Pass,2023-04-13,M - Minor,2023
Pass,2023-04-13,M - Minor,2023
Pass,2023-10-18,M - Minor,2023
Pass,2023-10-18,M - Minor,2023
Pass,2022-05-09,M - Minor,2022
Pass,2023-02-09,M - Minor,2023
Pass,2023-08-30,M - Minor,2023
Pass,2024-01-09,M - Minor,2024
Pass,2022-05-10,S - Significant,2022
Pass,2022-05-10,S - Significant,2022
Pass,2022-05-10,S - Significant,2022
Pass,2022-05-10,M - Minor,2022
Pass,2022-05-10,M - Minor,2022
Pass,2022-05-10,C - Crucial,2022
Pass,2022-05-12,,2022
Pass,2023-01-03,M - Minor,2023
Pass,2023-05-11,M - Minor,2023
Pass,2023-05-11,M - Minor,2023
Pass,2023-05-11,S - Significant,2023
Pass,2023-05-11,M - Minor,2023
Pass,2023-05-19,,2023
Pass,2023-10-27,,2023
Pass,2022-01-31,S - Significant,2022
Pass,2022-01-31,S - Significant,2022
Pass,2022-01-31,M - Minor,2022
Pass,2023-04-14,M - Minor,2023
Pass,2023-04-14,M - Minor,2023
Pass,2023-04-14,S - Significant,2023
Pass,2023-04-14,M - Minor,2023
Pass,2023-07-25,M - Minor,2023
Pass,2023-10-23,S - Significant,2023
Pass,2023-10-23,S - Significant,2023
Pass,2023-10-23,C - Crucial,2023
Pass,2023-10-23,S - Significant,2023
Pass,2023-10-23,S - Significant,2023
Pass,2023-10-23,C - Crucial,2023
Pass,2023-10-23,S - Significant,2023
Pass,2023-10-30,,2023
Pass,2022-08-19,,2022
Pass,2023-08-18,,2023
Pass,2022-05-04,,2022
Pass,2023-11-30,,2023
Pass,2022-05-13,,2022
Pass,2023-03-28,S - Significant,2023
Pass,2023-03-28,M - Minor,2023
Pass,2023-06-08,,2023
Pass,2023-11-09,,2023
Pass,2022-11-02,,2022
Pass,2023-04-03,S - Significant,2023
Pass,2023-08-28,,2023
Pass,2022-08-11,M - Minor,2022
Pass,2022-08-11,S - Significant,2022
Pass,2023-03-29,S - Significant,2023
Pass,2023-03-29,S - Significant,2023
Pass,2023-03-29,M - Minor,2023
Pass,2023-03-29,M - Minor,2023
Pass,2023-06-27,M - Minor,2023
Pass,2023-06-27,M - Minor,2023
Pass,2023-06-27,M - Minor,2023
Pass,2023-12-13,M - Minor,2023
Pass,2022-04-20,,2022
Pass,2023-04-14,,2023
Pass,2023-10-11,,2023
Pass,2024-01-22,M - Minor,2024
Pass,2024-01-22,NA - Not Applicable,2024
Pass,2022-05-10,,2022
Pass,2023-01-25,,2023
Pass,2022-07-26,,2022
Pass,2023-04-25,,2023
Pass,2023-11-20,,2023
Pass,2022-10-04,NA - Not Applicable,2022
Pass,2022-01-25,,2022
Pass,2023-09-22,,2023
Pass,2022-09-23,M - Minor,2022
Pass,2022-06-24,M - Minor,2022
Pass,2022-06-24,M - Minor,2022
Pass,2023-02-23,S - Significant,2023
Pass,2023-02-23,S - Significant,2023
Pass,2023-05-12,,2023
Pass,2023-10-17,,2023
Pass,2023-10-23,M - Minor,2023
Pass,2023-10-23,NA - Not Applicable,2023
Pass,2024-01-11,S - Significant,2024
Pass,2024-01-11,M - Minor,2024
Pass,2024-01-11,M - Minor,2024
Pass,2024-01-11,NA - Not Applicable,2024
Pass,2024-01-11,M - Minor,2024
Pass,2022-04-21,,2022
Pass,2023-01-31,,2023
Pass,2023-05-12,S - Significant,2023
Pass,2023-09-21,,2023
Pass,2024-01-12,,2024
Pass,2023-03-16,NA - Not Applicable,2023
Pass,2022-07-21,,2022
Pass,2023-03-07,,2023
Pass,2023-12-15,,2023
Pass,2023-09-19,M - Minor,2023
Pass,2022-06-08,S - Significant,2022
Pass,2022-06-08,S - Significant,2022
Pass,2022-06-08,S - Significant,2022
Pass,2022-06-10,,2022
Pass,2023-01-17,S - Significant,2023
Pass,2023-01-17,S - Significant,2023
Pass,2023-01-17,S - Significant,2023
Pass,2023-01-17,S - Significant,2023
Pass,2023-01-17,S - Significant,2023
Pass,2023-01-19,,2023
Pass,2023-05-25,M - Minor,2023
Pass,2023-05-25,NA - Not Applicable,2023
Pass,2023-05-25,S - Significant,2023
Pass,2023-05-25,M - Minor,2023
Pass,2023-05-25,S - Significant,2023
Pass,2023-09-05,S - Significant,2023
Pass,2023-09-05,M - Minor,2023
Pass,2023-09-05,S - Significant,2023
Pass,2023-09-05,S - Significant,2023
Pass,2023-09-05,M - Minor,2023
Pass,2023-09-12,,2023
Pass,2022-03-17,M - Minor,2022
Pass,2022-03-17,M - Minor,2022
Pass,2022-03-17,M - Minor,2022
Pass,2023-01-13,M - Minor,2023
Pass,2023-07-12,,2023
Pass,2023-12-05,,2023
Pass,2022-11-29,S - Significant,2022
Pass,2023-02-27,,2023
Pass,2023-10-03,S - Significant,2023
Pass,2024-01-16,,2024
Pass,2022-07-07,,2022
Pass,2022-11-21,M - Minor,2022
Pass,2022-11-21,M - Minor,2022
Pass,2023-04-21,M - Minor,2023
Pass,2023-04-21,NA - Not Applicable,2023
Pass,2023-04-21,M - Minor,2023
Pass,2023-11-21,M - Minor,2023
Pass,2023-11-21,M - Minor,2023
Pass,2022-10-17,,2022
Pass,2023-02-02,,2023
Pass,2023-05-30,,2023
Pass,2023-09-28,,2023
Pass,2022-06-11,,2022
Pass,2023-02-25,,2023
Pass,2023-09-23,,2023
Pass,2022-03-21,M - Minor,2022
Pass,2022-11-30,M - Minor,2022
Pass,2023-05-26,S - Significant,2023
Pass,2023-05-26,M - Minor,2023
Pass,2023-05-26,S - Significant,2023
Pass,2022-03-28,S - Significant,2022
Pass,2022-03-28,M - Minor,2022
Pass,2022-03-28,S - Significant,2022
Pass,2022-03-31,,2022
Pass,2023-01-20,C - Crucial,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,M - Minor,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,M - Minor,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,S - Significant,2023
Pass,2023-01-20,M - Minor,2023
Pass,2023-01-20,M - Minor,2023
Pass,2023-01-20,M - Minor,2023
Pass,2023-01-20,NA - Not Applicable,2023
Pass,2023-05-01,,2023
Pass,2023-11-07,,2023
Pass,2023-01-27,,2023
Pass,2022-02-23,,2022
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,C - Crucial,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,S - Significant,2023
Pass,2023-08-28,C - Crucial,2023
Pass,2023-09-06,,2023
Pass,2022-11-09,M - Minor,2022
Pass,2022-11-09,S - Significant,2022
Pass,2022-11-09,S - Significant,2022
Pass,2023-02-21,,2023
Pass,2023-06-29,,2023
Pass,2023-11-29,,2023
Pass,2023-07-21,,2023
Pass,2023-11-15,M - Minor,2023
Pass,2024-01-15,M - Minor,2024
Pass,2022-05-17,S - Significant,2022
Pass,2022-05-17,C - Crucial,2022
Pass,2022-05-17,S - Significant,2022
Pass,2022-05-17,S - Significant,2022
Pass,2022-05-17,M - Minor,2022
Pass,2022-05-17,S - Significant,2022
Pass,2022-05-17,M - Minor,2022
Pass,2022-05-19,,2022
Pass,2022-06-29,M - Minor,2022
Pass,2023-03-09,M - Minor,2023
Pass,2022-06-08,,2022
Pass,2023-03-20,M - Minor,2023
Pass,2023-05-10,M - Minor,2023
Pass,2023-05-10,M - Minor,2023
Pass,2023-05-10,S - Significant,2023
Pass,2023-10-02,,2023
Pass,2022-11-16,M - Minor,2022
Pass,2022-02-22,S - Significant,2022
Pass,2022-07-04,M - Minor,2022
Pass,2023-03-02,M - Minor,2023
Pass,2023-03-02,M - Minor,2023
Pass,2023-03-02,S - Significant,2023
Pass,2023-03-02,M - Minor,2023
Pass,2023-06-05,M - Minor,2023
Pass,2023-06-05,M - Minor,2023
Pass,2023-06-05,S - Significant,2023
Pass,2023-06-05,M - Minor,2023
Pass,2023-09-20,M - Minor,2023
Pass,2023-09-20,M - Minor,2023
Pass,2023-09-20,S - Significant,2023
Pass,2023-09-20,S - Significant,2023
Pass,2023-09-20,S - Significant,2023
Pass,2023-09-20,M - Minor,2023
Pass,2023-09-27,,2023
Pass,2022-08-04,,2022
Pass,2022-06-27,M - Minor,2022
Pass,2023-03-01,M - Minor,2023
Pass,2023-03-01,M - Minor,2023
Pass,2023-06-27,M - Minor,2023
Pass,2023-06-27,M - Minor,2023
Pass,2023-06-27,S - Significant,2023
Pass,2023-07-06,,2023
Pass,2023-10-23,M - Minor,2023
Pass,2022-04-29,,2022
Pass,2023-03-24,,2023
Pass,2023-10-05,,2023
Pass,2022-09-19,M - Minor,2022
Pass,2022-09-19,M - Minor,2022
Pass,2023-06-15,,2023
Pass,2023-10-05,,2023
Pass,2022-09-19,M - Minor,2022
Pass,2023-06-15,,2023
Pass,2022-06-27,NA - Not Applicable,2022
Pass,2023-01-30,,2023
Pass,2023-07-05,NA - Not Applicable,2023
Pass,2022-09-19,NA - Not Applicable,2022
Pass,2022-09-19,M - Minor,2022
Pass,2023-04-28,S - Significant,2023
Pass,2023-08-11,,2023
Pass,2022-11-17,NA - Not Applicable,2022
Pass,2022-11-17,M - Minor,2022
Pass,2022-11-17,M - Minor,2022
Pass,2023-10-13,NA - Not Applicable,2023
Pass,2023-10-13,S - Significant,2023
Pass,2022-11-25,,2022
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,M - Minor,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,C - Crucial,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,M - Minor,2023
Pass,2023-10-25,C - Crucial,2023
Pass,2023-10-25,S - Significant,2023
Pass,2023-10-25,C - Crucial,2023
Pass,2023-10-25,M - Minor,2023
Pass,2023-10-25,NA - Not Applicable,2023
Pass,2023-11-03,,2023
Pass,2022-05-27,S - Significant,2022
Pass,2022-05-27,M - Minor,2022
Pass,2022-09-19,M - Minor,2022
Pass,2022-11-24,S - Significant,2022
Pass,2022-11-24,S - Significant,2022
Pass,2022-08-17,M - Minor,2022
Pass,2023-03-21,S - Significant,2023
Pass,2023-03-21,S - Significant,2023
Pass,2023-03-21,M - Minor,2023
Pass,2023-03-21,M - Minor,2023
Pass,2023-08-24,M - Minor,2023
Pass,2023-12-19,M - Minor,2023
Pass,2023-01-30,,2023
Pass,2023-11-24,S - Significant,2023
Pass,2023-11-24,S - Significant,2023
Pass,2022-06-23,,2022
Pass,2023-03-27,S - Significant,2023
Pass,2023-03-27,S - Significant,2023
Pass,2023-05-17,,2023
Pass,2023-09-01,M - Minor,2023
Pass,2023-09-01,S - Significant,2023
Pass,2024-01-04,M - Minor,2024
Pass,2024-01-04,S - Significant,2024
Pass,2022-12-14,S - Significant,2022
Pass,2022-12-14,NA - Not Applicable,2022
Pass,2023-05-03,S - Significant,2023
Pass,2023-05-03,NA - Not Applicable,2023
Pass,2023-11-13,S - Significant,2023
Pass,2022-05-16,M - Minor,2022
Pass,2022-05-16,S - Significant,2022
Pass,2022-12-29,M - Minor,2022
Pass,2023-06-07,,2023
Pass,2023-10-23,M - Minor,2023
Pass,2023-10-23,S - Significant,2023
Pass,2023-08-11,NA - Not Applicable,2023
Pass,2023-11-07,S - Significant,2023
Pass,2022-03-18,C - Crucial,2022
Pass,2022-03-21,,2022
Pass,2022-06-21,M - Minor,2022
Pass,2022-09-08,,2022
Pass,2023-03-10,M - Minor,2023
Pass,2023-06-20,,2023
Pass,2023-11-08,M - Minor,2023
Pass,2023-11-08,S - Significant,2023
Pass,2022-06-28,S - Significant,2022
Pass,2022-06-29,,2022
Pass,2023-03-21,M - Minor,2023
Pass,2023-09-22,M - Minor,2023
Pass,2022-09-16,S - Significant,2022
Pass,2022-09-16,M - Minor,2022
Pass,2023-02-10,,2023
Pass,2023-06-15,M - Minor,2023
Pass,2023-10-05,M - Minor,2023
Pass,2023-10-05,M - Minor,2023
Pass,2023-10-05,M - Minor,2023
Pass,2022-07-20,,2022
Pass,2023-04-20,,2023
Pass,2023-10-05,,2023
Pass,2022-08-26,,2022
Pass,2023-02-22,M - Minor,2023
Pass,2023-06-19,,2023
Pass,2023-11-02,,2023
Pass,2022-03-23,,2022
Pass,2023-02-09,NA - Not Applicable,2023
Pass,2023-08-04,,2023
Pass,2022-08-31,M - Minor,2022
Pass,2022-08-31,M - Minor,2022
Pass,2023-07-06,M - Minor,2023
Pass,2023-07-06,M - Minor,2023
Pass,2022-09-06,,2022
Pass,2023-03-07,,2023
Pass,2023-09-27,,2023
Pass,2024-01-19,,2024
Pass,2022-03-21,M - Minor,2022
Pass,2023-04-04,,2023
Pass,2023-10-26,,2023
Pass,2022-11-29,M - Minor,2022
Pass,2023-08-10,M - Minor,2023
Pass,2022-12-21,M - Minor,2022
Pass,2023-04-26,S - Significant,2023
Pass,2023-04-26,M - Minor,2023
Pass,2023-04-26,M - Minor,2023
Pass,2023-05-02,,2023
Pass,2023-08-31,,2023
Pass,2022-12-21,M - Minor,2022
Pass,2023-04-26,M - Minor,2023
Pass,2023-04-26,S - Significant,2023
Pass,2023-08-31,,2023
Pass,2022-08-25,,2022
Pass,2022-02-16,S - Significant,2022
Pass,2022-02-16,S - Significant,2022
Pass,2022-02-25,,2022
Pass,2022-06-08,S - Significant,2022
Pass,2022-06-08,S - Significant,2022
Pass,2023-02-28,M - Minor,2023
Pass,2023-05-25,,2023
Pass,2023-09-12,,2023
Pass,2022-05-04,,2022
Pass,2022-12-01,M - Minor,2022
Pass,2022-12-01,M - Minor,2022
Pass,2022-12-01,NA - Not Applicable,2022
Pass,2023-06-23,,2023
Pass,2023-12-21,,2023
Pass,2022-08-30,M - Minor,2022
Pass,2022-08-30,M - Minor,2022
Pass,2023-04-24,M - Minor,2023
Pass,2023-04-24,S - Significant,2023
Pass,2023-05-24,M - Minor,2023
Pass,2023-09-22,S - Significant,2023
Pass,2023-09-22,M - Minor,2023
Pass,2024-01-08,,2024
Pass,2022-08-10,,2022
Pass,2022-08-29,,2022
Pass,2023-02-17,,2023
Pass,2023-06-08,,2023
Pass,2023-10-12,,2023
Pass,2022-08-29,,2022
Pass,2023-02-17,,2023
Pass,2023-06-08,,2023
Pass,2023-10-12,,2023
Pass,2023-03-09,S - Significant,2023
Pass,2023-03-09,M - Minor,2023
Pass,2023-03-09,S - Significant,2023
Pass,2023-03-09,C - Crucial,2023
Pass,2023-03-09,C - Crucial,2023
Pass,2023-03-09,S - Significant,2023
Pass,2023-04-05,,2023
Pass,2023-06-23,M - Minor,2023
Pass,2023-11-13,S - Significant,2023
Pass,2023-11-13,M - Minor,2023
Pass,2023-11-13,S - Significant,2023
Pass,2023-11-13,M - Minor,2023
Pass,2023-02-28,,2023
Pass,2022-10-12,M - Minor,2022
Pass,2022-10-12,M - Minor,2022
Pass,2023-05-30,S - Significant,2023
Pass,2022-12-15,,2022
Pass,2023-11-29,,2023
Pass,2022-05-09,S - Significant,2022
Pass,2022-09-28,,2022
Pass,2023-02-17,M - Minor,2023
Pass,2023-05-23,M - Minor,2023
Pass,2023-05-23,S - Significant,2023
Pass,2023-10-12,M - Minor,2023
Pass,2023-10-12,M - Minor,2023
Pass,2022-05-09,,2022
Pass,2023-05-23,S - Significant,2023
Pass,2023-05-23,NA - Not Applicable,2023
Pass,2023-05-23,M - Minor,2023
Pass,2023-10-12,M - Minor,2023
Pass,2023-10-12,M - Minor,2023
Pass,2022-05-11,,2022
Pass,2022-11-09,M - Minor,2022
Pass,2022-11-09,M - Minor,2022
Pass,2023-03-23,M - Minor,2023
Pass,2023-05-15,,2023
Pass,2023-08-30,,2023
Pass,2023-10-11,,2023
Pass,2024-01-15,,2024
Pass,2022-05-11,,2022
Pass,2022-11-09,M - Minor,2022
Pass,2023-05-15,,2023
Pass,2023-10-11,,2023
Pass,2024-01-15,M - Minor,2024
Pass,2024-01-15,M - Minor,2024
Pass,2024-01-15,M - Minor,2024
Pass,2022-11-02,,2022
Pass,2023-02-23,,2023
Pass,2023-05-09,,2023
Pass,2023-09-26,,2023
Pass,2024-01-18,,2024
Pass,2022-02-02,,2022
Pass,2023-01-23,,2023
Pass,2023-05-23,,2023
Pass,2023-10-13,,2023
Pass,2024-01-19,,2024
Pass,2022-10-07,,2022
Pass,NA,,NA
Pass,2022-11-09,,2022
Pass,2023-02-01,,2023
Pass,2022-08-30,S - Significant,2022
Pass,2022-08-30,M - Minor,2022
Pass,2022-11-17,,2022
Pass,2023-06-22,,2023
Pass,2023-12-22,,2023
Pass,2022-06-03,S - Significant,2022
Pass,2022-06-03,M - Minor,2022
Pass,2022-06-03,S - Significant,2022
Pass,2022-06-03,C - Crucial,2022
Pass,2022-06-03,C - Crucial,2022
Pass,2022-06-06,M - Minor,2022
Pass,2022-06-06,M - Minor,2022
Pass,2022-06-06,M - Minor,2022
Pass,2022-06-06,M - Minor,2022
Pass,2022-08-26,M - Minor,2022
Pass,2022-08-26,M - Minor,2022
Pass,2022-08-26,M - Minor,2022
Pass,2023-07-07,M - Minor,2023
Pass,2023-07-07,M - Minor,2023
Pass,2023-07-07,M - Minor,2023
Pass,2023-07-07,M - Minor,2023
Pass,2023-07-07,M - Minor,2023
Pass,2023-09-29,M - Minor,2023
Pass,2023-09-29,,2023
Pass,2022-08-15,M - Minor,2022
Pass,2022-08-15,S - Significant,2022
Pass,2023-07-07,M - Minor,2023
Pass,2023-07-07,M - Minor,2023
Pass,2022-11-16,,2022
Pass,2023-06-05,,2023
Pass,2023-11-29,M - Minor,2023
Pass,2022-12-13,M - Minor,2022
Pass,2023-12-07,,2023
Pass,2024-01-17,M - Minor,2024
Pass,2024-01-17,M - Minor,2024
Pass,2024-01-17,M - Minor,2024
Pass,2022-05-16,S - Significant,2022
Pass,2022-05-16,M - Minor,2022
Pass,2022-05-16,M - Minor,2022
Pass,2022-05-16,M - Minor,2022
Pass,2023-02-06,M - Minor,2023
Pass,2023-02-06,S - Significant,2023
Pass,2023-02-06,M - Minor,2023
Pass,2023-02-06,M - Minor,2023
Pass,2023-02-06,M - Minor,2023
Pass,2023-06-05,M - Minor,2023
Pass,2023-06-05,M - Minor,2023
Pass,2023-10-30,M - Minor,2023
Pass,2022-08-23,,2022
Pass,2022-09-07,,2022
Pass,2023-03-01,S - Significant,2023
Pass,2023-03-01,M - Minor,2023
Pass,2023-03-01,S - Significant,2023
Pass,2023-03-01,M - Minor,2023
Pass,2023-03-01,M - Minor,2023
Pass,2023-07-10,M - Minor,2023
Pass,2023-07-10,M - Minor,2023
Pass,2023-07-10,M - Minor,2023
Pass,2023-09-18,M - Minor,2023
Pass,2023-09-18,M - Minor,2023
Pass,2022-11-01,,2022
Pass,2023-06-26,,2023
Pass,2022-11-01,,2022
Pass,2023-06-26,,2023
Pass,2022-03-29,,2022
Pass,2022-06-16,,2022
Pass,2022-09-13,,2022
Pass,2022-12-07,M - Minor,2022
Pass,2023-05-23,,2023
Pass,2023-09-13,,2023
Pass,2023-12-19,,2023
Pass,2024-01-12,,2024
Pass,2022-05-17,NA - Not Applicable,2022
Pass,2022-05-17,S - Significant,2022
Pass,2022-05-17,M - Minor,2022
Pass,2022-05-17,S - Significant,2022
Pass,2022-05-17,M - Minor,2022
Pass,2022-11-29,M - Minor,2022
Pass,2023-03-14,M - Minor,2023
Pass,2023-03-14,S - Significant,2023
Pass,2023-07-12,M - Minor,2023
Pass,2023-07-12,M - Minor,2023
Pass,2023-07-12,M - Minor,2023
Pass,2023-07-12,M - Minor,2023
Pass,2023-10-19,M - Minor,2023
Pass,2023-10-19,M - Minor,2023
Pass,2023-10-19,M - Minor,2023
Pass,2023-10-19,M - Minor,2023
